policy_id,customer_id,policy_type,premium_usd,effective_date,renewal_date,renewed
1ee39eeb-dd1d-42b5-b5f5-2420aee4eae6,56a7e72b-c578-4ce5-b648-049e05fcfdae,Life,601.48,2025-04-14,2021-06-06,1
4bc803a1-62e1-46a9-bfa3-2f8faf94a4f5,8cc82c0a-c254-4f67-85bd-bec03143eb18,Auto,1322.88,2024-03-28,2021-03-29,1
09bf0b44-7394-4bf7-a650-bdd11ce3dcd0,c72441ee-430f-4fb1-a086-63bab2bb3dd7,Annuity,4333.3,2023-09-18,2025-02-08,1
ac7cd9da-3319-4f89-9e25-f9e8f213c83b,b3796b3c-b002-4662-927d-aa3b4672b959,Home,5341.02,2020-06-03,2023-12-13,1
92128c9e-7373-47bb-89af-c89534e65370,96ae32d8-582e-4bea-aeac-b54203bb9ea1,Life,4672.78,2025-07-30,2023-03-01,1
6202757a-3e83-455d-8a5b-830f6c77a77f,dc1b843f-b249-4a82-b959-4d860884aaa6,Annuity,5602.98,2022-08-05,2022-06-11,1
7215a471-fbe1-4385-abe0-81d8109cb0f2,d974042a-2ed0-4920-9ec4-50a8c63b59d8,Home,2132.88,2021-05-14,2024-11-08,1
593710e7-41cf-41f9-b789-11cbb2ed04f2,aa803c70-f43d-4d59-9dda-13d88e7cf77d,Life,2360.37,2020-01-02,2026-07-11,1
157f96c6-896a-475a-b969-be50b6b22c8a,e43bce80-ba94-43a7-ab4b-1de23fb764b0,Auto,3435.24,2023-07-29,2022-06-30,0
2833d78f-f7d4-461b-bc51-01cfd0ad004f,492805b4-12d2-41ae-9450-64827dbe1be4,Life,3006.05,2025-02-26,2021-06-25,1
3583ee9e-edab-424a-8307-b8b0651c1505,77bdcd76-a1d6-45b3-a3de-e8b1dab7a9fd,Life,3189.06,2021-06-13,2022-12-20,1
72ece87a-f303-48b1-acad-6a134e4af54b,d274db48-a137-4340-b46b-d4ee332ee148,Life,3618.43,2024-06-05,2024-07-01,1
2c893292-a651-464c-8bf7-fae827141013,752bbf6a-6c29-4767-a99b-1b40b561ec7a,Life,1462.55,2022-06-26,2023-07-26,1
9882df2a-9bf0-4c74-9cdb-85ff6ad6c1a2,f8da0d43-3105-43a7-90b5-bee6b13b4dea,Life,4808.25,2024-11-15,2023-04-02,1
40ad3bcf-6b5d-48eb-9663-7a29d2fc66f4,1bb0cf0a-0681-46b0-9b3e-e0d2ea53b592,Annuity,3632.97,2025-07-17,2022-07-25,0
e6e41d97-4641-4248-b73f-fafa90c199d6,0a11c84d-eee3-4ee2-a402-4c04fc0aa07d,Life,1695.21,2021-10-29,2021-10-30,1
31d1e80d-00fd-4fb2-a073-34f33c66aa5f,ce183c68-bc05-4681-9059-0e11f0ef7e42,Life,1615.37,2025-02-22,2025-12-12,1
a4d69148-3bc8-4ffb-8e95-50bdfb8df330,c53f9c87-57bf-497d-9977-070a5ee3b1eb,Life,2211.66,2025-07-14,2021-12-04,1
5bda164c-3a12-4f70-a6d0-8bddc6867baf,36c97aa7-a170-4a89-9cf6-4efe96db5291,Life,3237.01,2023-07-12,2026-08-10,0
b1b59424-caaf-4244-9faf-9db08a123602,388c81fe-b55a-48ea-b6cd-97284ce977d5,Life,1089.83,2021-03-24,2024-06-19,1
0f00506b-b77d-44cf-8c8d-8ac0de46452b,4147c57e-b2a8-4caa-b395-57c266a87361,Life,4627.91,2020-09-26,2024-02-10,1
c8344aad-fef5-4bee-8748-42cfc96ba377,969b0d4e-4ca8-4ac9-a0db-56ed7e17a23a,Life,3926.48,2020-09-29,2021-07-16,1
b9669d35-f655-4899-8f27-921258afd825,8512ae7d-bf1a-4ed0-95b4-f5510dc1709f,Life,2993.47,2024-05-29,2022-07-19,1
eb2603a3-cfdb-46c6-9b89-845fbe68cfbd,3d6cb988-d3c0-4f54-8f79-0d610bea32be,Life,300.83,2025-03-22,2025-12-24,1
0fe596b0-8ab3-41fc-bd54-467f104c252b,2c7a19f1-4b8c-476d-aff4-312695d4c0c9,Auto,3872.2,2025-01-04,2023-12-14,1
4435ef93-f109-40d4-8c9d-cd7e23acc797,d507f68c-50f7-4ac3-8bd8-a11870be0d2d,Auto,4908.19,2022-11-06,2022-10-02,0
7a530010-3700-4ee8-bb24-74fc3691e2d2,4e5cff41-eb3e-4659-837b-7ab136f56d00,Auto,3513.01,2023-08-16,2024-04-30,1
cc901ded-e5f6-4569-b9bb-87ec617221af,011826f6-1a94-420f-b52e-351c43c0675c,Life,5790.15,2024-02-18,2021-01-20,1
0dc9e837-2a2b-4182-aa1a-6cd48dd4037e,4174ab78-6216-4618-ab57-44650cef5247,Auto,1471.57,2023-01-27,2025-10-10,1
1a7c6e7a-21d5-4f1e-9e58-4477332ec5b0,b67c7b30-8d65-4d01-b96d-320e7b23fedc,Auto,622.81,2023-01-13,2022-08-10,1
a82f279f-f950-427f-95ee-57acb45cbf8d,286e2d70-154f-4270-9447-6207083172ae,Home,2335.05,2023-05-26,2022-03-25,1
a1cfc3d1-1ba8-4b9a-8a3e-298db487c7d9,944996a7-0d5c-48fb-a761-b4ccd5e45da1,Home,2138.96,2022-08-23,2024-06-11,1
11069aa1-4fe3-4320-b9f3-e32e4c15a45a,08cbc35a-acc8-413c-97e6-610c02c74c6f,Auto,4643.74,2023-07-05,2026-03-06,0
de520b5c-32a1-48ca-afac-599e72661b31,5b7fd5dc-04a3-4874-82e1-8893f0f2ac0f,Auto,4394.32,2021-01-31,2025-09-21,1
9c288742-d295-4b55-8ed1-30877280d096,423f2dba-33c6-440a-b2ab-ff876be9780c,Annuity,4447.44,2024-04-11,2023-01-22,1
1210e228-35e1-4068-9a79-54239500898b,d5c21323-32e2-487f-8528-69677fb41008,Home,1510.53,2020-12-13,2025-07-23,1
4d3b7c11-1fdd-4e04-bf44-d067e8fff057,ac8e5524-e308-4e7f-9452-f9ae6cffbbc1,Auto,4013.08,2021-08-09,2023-10-04,1
c100566e-a6ca-4ece-b06b-f0aac941d04b,6d94acbb-9863-418b-8589-690e533a8c2f,Auto,4944.07,2022-03-29,2026-01-22,0
0ffcfbbc-3257-450f-a86d-564be74679e9,46b4e5fa-1697-4402-9d58-d9aa0dd77c49,Auto,311.74,2020-10-10,2026-01-09,1
6457f492-4105-4c60-9fae-171bf01a40b6,945d1fd4-10cc-48d3-babb-c92b8c8df7c1,Life,1124.01,2022-04-21,2022-10-22,0
30422b81-5200-4b98-893f-545dffb9a082,0bf8f030-f3e2-48ed-8afa-b3a8610d749c,Auto,5464.71,2020-02-24,2021-08-31,1
4b157f4b-779f-4460-b760-ae9693cf1f7f,d46a15dd-5b5b-491e-aa55-25d041f1d6f0,Annuity,1288.34,2024-08-15,2025-05-29,1
2a10f28c-a1af-4a51-b414-0dda260a67ad,0f3bf97a-143a-44bc-9a9d-6586df607621,Auto,859.5,2021-11-25,2023-04-26,1
858fbba8-4e70-4d9b-9771-9914edfaee39,c5f5f45b-d2da-4cd5-9352-517bd6ef8839,Life,3969.75,2025-03-30,2026-06-04,1
cbe607bd-a044-425b-aead-07157bf84267,153619f3-eaed-4401-ad87-5575087e9429,Home,4641.94,2020-12-23,2024-06-19,1
4ddbfd77-392d-4cc4-a199-64d634fc3da3,c418e0c6-aebb-4686-8596-ed2baf8a9118,Auto,2618.15,2024-06-01,2026-07-30,1
2678db41-9e61-44ce-98b6-f31716921300,e9919533-e03d-45d4-bd6d-5603392df8cb,Home,2016.56,2022-03-22,2025-07-24,0
ab7e6017-b538-4ed4-99ab-c1af4c548028,72ee662c-d366-45f1-8f45-da61a4efafa2,Home,2483.45,2025-01-21,2025-12-16,1
772994f1-3cce-4933-a6ca-faaff7a91c33,47b4eaa1-44fa-46ef-9c96-44ad570de6f6,Auto,5732.97,2025-04-24,2024-11-24,1
85d438e1-738a-4b56-8ee8-946fcd2c24b5,b701d199-02c4-4e49-94e3-688d87b74584,Life,2020.6,2022-04-30,2023-02-18,1
521d96e5-7bf4-44f0-80aa-fe21d660a384,dd572f87-12ba-42e5-aee8-02f6e0d8e772,Life,5947.32,2021-05-15,2024-09-01,1
6656daea-1055-4043-a58a-1ce5adf7f7f7,b72f5d64-da4f-47c2-9c6c-244909ed429e,Annuity,4410.19,2020-10-21,2022-04-24,0
c00954c4-cab3-42ef-8891-8e4b55fe217b,6a9e40e8-7bea-4bdf-81c4-f406b4b22e23,Auto,2015.62,2022-09-30,2024-08-23,1
03724384-8aa3-4dc6-855b-5bd3d33009a2,13f5254b-6d01-44fc-9369-0971ddcc18a8,Life,2363.55,2022-11-28,2022-09-13,1
992016da-14dd-4e16-800c-65ba12adee89,25e2f42e-d7c7-41d1-8158-e0522e80d2a7,Life,3903.95,2020-08-31,2022-11-23,0
26b0bb15-8d59-4df9-9037-fbeb130e2323,8a4106c8-3505-456d-b9ea-d0ed6b67202d,Life,2794.61,2023-04-15,2024-06-24,1
2caa41e6-04c2-4726-8e87-a74236ff1712,71be5306-ecd2-4eb7-9711-05b6eb226cef,Annuity,4126.72,2024-09-19,2021-07-10,1
26af25df-d3c1-455f-9a05-e60192000ed4,981c1a0a-70f0-4efc-bafd-9ddd91ada5a9,Life,1858.9,2021-04-04,2025-01-10,0
9a50cccb-b53d-4865-89e0-ac0e9b816e96,660aa75d-073d-49ee-bb75-1d8762e8280b,Life,2478.39,2023-08-21,2024-09-12,1
34b7b7f4-cc34-4ea9-b5ef-98a2e883861b,36be847f-73c8-493e-adaf-f58f5eed74ba,Life,3162.08,2023-10-11,2023-08-08,1
f095a308-f5e3-44dd-9db1-4a97508d8bb2,fd776169-049c-4520-a637-6e0fde3b446d,Home,5791.49,2020-10-26,2023-03-12,1
d67a23ec-10ee-42a0-a8f2-303d4b7b6bf3,557e579f-c50b-4070-a3e7-d015ee8cda94,Auto,454.35,2020-12-15,2026-04-21,1
48a0fbb9-1bdc-483f-a0a8-c5505c23ac52,32a5d9ff-0ab3-4471-b12a-863af2e0a7bd,Life,5717.57,2020-01-28,2023-01-22,1
b548971c-24d0-4f54-a7e4-e3d264a3e656,cd213b30-f26e-4417-8813-7b051cfdc40c,Life,3622.61,2022-01-29,2025-07-16,1
618f5561-5b12-44bc-835c-574bc1e7a590,3022bdd7-26d1-4559-8c4f-cc70a96a48f9,Home,2466.67,2025-08-28,2025-06-11,0
dfb6845c-6447-4c56-9a74-d395cc073c87,afbd0c20-9fb0-41b3-b78c-50c6311886ac,Life,400.26,2020-11-19,2026-04-09,1
31d3bf9b-13d8-4905-b576-1f4ace28167a,790c849d-2feb-4733-bddc-44050938e4db,Annuity,5359.47,2024-11-27,2026-05-23,0
8b54044b-f662-43fe-90bd-e390ea4677b3,da233a75-90ef-40ff-b497-d54960f7ffac,Home,5653.17,2025-01-16,2025-11-14,1
5fafddd6-2bf4-44aa-9928-785f6806265e,4d8f452e-1e98-4c59-b381-64b1eeb8e5d6,Annuity,350.3,2020-02-02,2021-06-26,1
93063fc8-ca04-4360-babd-ac592a6d8f2d,d4ecfbc9-9fd3-480a-9540-ba6ba389aba8,Auto,4646.1,2020-07-24,2025-01-15,0
58e399de-d9d1-4c36-b14b-795c08c9e440,4cc8c642-4955-4f1d-944c-080a031ca4db,Life,2348.39,2020-02-08,2025-10-14,1
0f7e0e35-f941-4b69-936f-bfa126cbc186,255d2d00-ee45-460e-8898-103170ca6131,Life,370.57,2024-02-10,2021-07-19,0
da4c9aad-0bc3-460c-b47f-b3a0e588f3f1,981c1a0a-70f0-4efc-bafd-9ddd91ada5a9,Life,1138.82,2021-02-08,2022-08-30,0
c5e401cc-315c-411a-823a-53968fbb2bee,eb1e55e8-933e-4c75-9b11-d084d14f93e1,Life,3729.11,2023-12-05,2023-11-22,0
ffa75006-744b-4aeb-8bd3-402ec372495f,7bf20a5e-c86e-4fb8-8cbb-d6aeace6dc12,Life,385.66,2020-10-28,2022-10-01,0
1b427032-6013-4dbd-985a-f1962af81968,ec7b7d9c-a93d-4648-9534-d8d00f660b1c,Life,245.44,2024-05-03,2025-09-14,1
bdb65beb-a17d-4537-8154-15d4b68d4828,435489d7-36ab-4e3a-9ba8-098d2e0a2443,Life,3981.91,2024-10-20,2021-09-04,1
8657adae-423b-4ecd-a5f6-409f64cf7121,4f51f26c-553f-4f8b-ba5a-2be6b93f74fc,Life,5739.41,2021-01-08,2022-05-27,0
0147181c-16ce-4069-a931-a5ee777f5ed6,2eb894ea-04a0-45f8-b661-732561f79184,Home,2933.48,2022-12-26,2023-04-24,1
825a6090-dfd3-4adc-a199-45ded95f7b59,a1973dcc-5269-49e6-970f-a57d030e21e2,Auto,5747.55,2020-07-06,2021-04-19,1
5fa100f0-65d9-4a4b-afd4-44b24ebd4595,c3b59108-b949-4a3b-869a-5c7be4597293,Annuity,919.98,2025-04-14,2021-11-25,0
49e141c3-fd4d-42c7-99e9-9066fdc73d71,e0423a7c-8210-4d47-967b-2a78bc0574f5,Life,715.03,2024-07-30,2021-03-02,1
8ce13cec-7de8-42bc-8f7c-fae196ebeae2,03fba324-3a16-40db-9570-5c368e83598f,Life,1015.02,2023-03-10,2023-12-10,1
475e927b-c21e-4ff9-a854-11e6f192c79a,45e10bd8-d3c8-4c7c-9199-be68eade7fdb,Life,5075.17,2023-02-19,2026-08-02,0
97a7adab-538b-44a4-b4e6-cf9a55c2bfea,e10b2add-b04b-4446-8c3f-3cd520ae4020,Home,5414.43,2021-10-16,2022-11-17,1
8b1b4ce5-d9d9-4e84-a4a3-54b857c84f72,e95da8ac-f159-4a5a-aaba-74566e9c7227,Auto,1883.82,2021-11-18,2021-09-03,1
eb344c32-b14d-4d69-bc1f-d537e64855ef,76729257-f082-41dc-b082-073f5d4236a0,Auto,5246.02,2023-12-29,2021-09-25,1
1054894f-f525-4ca8-add7-90519d7bb7c9,f03be369-e305-4c14-9df6-45ce783e9175,Auto,4047.48,2024-05-12,2024-11-20,1
e6625039-7043-4f8d-a625-1e26af1951f2,8715a3ea-4b08-4ba7-a8e4-7a60d32fabdc,Life,3916.29,2021-04-18,2021-01-21,1
b9f5fb06-1845-4793-b365-51cc78f00667,cc6c467e-d0d8-45fc-abc8-dcc0913cb0c1,Auto,1854.15,2023-03-14,2021-05-29,0
3aa0f5e0-9590-47ce-825b-58d25631f46d,640967d8-fac0-45b0-8cfa-49bcf4651f54,Life,379.24,2020-09-22,2021-09-19,1
71fdb248-f43c-471d-81e6-7734ba7891c9,179f7433-7bd6-4763-ab48-dcd2e6b8dc4b,Auto,2129.76,2020-10-21,2023-04-25,1
4aed7956-1a9f-4c88-9616-e67e063df8bf,a2b1b69d-963c-4fb6-8bd2-5793deaa2d01,Life,2563.53,2024-12-29,2022-08-05,1
6ffb3d15-d7db-49e7-91a0-dd80faf9225b,91df7ed8-805d-48ac-a011-64df242a3d05,Auto,2830.94,2023-07-05,2022-05-09,1
e97f40b9-297d-48a4-baa7-378468fec20b,3b1732e3-92d7-4247-b511-fc04526d62d3,Auto,2402.63,2020-06-09,2024-06-07,1
deccea6f-b5fa-4ac7-9a66-0bd453025181,a5c616e4-5fed-4971-b5de-99f2e9a26ae5,Home,3318.86,2023-06-12,2021-07-23,1
48fbc87d-96b9-42de-a6fd-c3a717b85aed,a287cc3a-02f8-4982-840f-c9704b068a32,Auto,486.46,2021-11-20,2022-10-07,1
3d3ba5b2-933a-44a7-b842-19ca4425081a,0d9f6a49-3597-47e1-8a1c-3bb10b8a35ea,Auto,3602.45,2022-06-16,2025-03-02,1
b0108edc-8817-44c7-be6b-6de642b5d5e2,a3e6302b-de69-4b04-a512-dfbc6e1e0fab,Auto,841.49,2022-03-22,2023-02-24,0
8de524f9-3fc9-4e7d-af54-17c9886ed3ce,b917e04c-08e3-44da-bcf6-697f49ca34c2,Annuity,1478.14,2021-05-08,2022-11-11,1
b5f61da5-2107-4a35-b042-b60d02921ca9,ee080d1d-f421-4404-ab3f-7c850e3531cb,Life,4477.06,2024-07-05,2026-05-02,1
433c7a06-3280-465b-ae0e-d5fbb6e7a1aa,cb8d6ffd-3bb5-44e9-8e04-90f25334c746,Life,1699.11,2021-12-13,2021-05-08,1
8a4e595b-ebba-48f7-8605-83a2efb83335,363230a1-fce5-40d8-872a-e2436bab3cf9,Auto,3244.35,2024-02-07,2025-11-17,1
07747411-ea23-41a3-96a6-512274d42181,580ac66c-d5bf-4c94-badc-14313db39edd,Annuity,5973.45,2023-07-22,2025-08-23,1
1f7fd434-af3c-4307-9fff-5e528aa7f525,1abe607f-9ffd-4a34-9b2b-661dc30de856,Home,5375.31,2024-01-24,2021-12-31,0
d32661db-ed4b-4cfc-a434-973c4415b3cf,51b88dee-1aa8-4299-9e61-0304d73f31e9,Life,1493.77,2021-07-07,2024-07-04,1
03e57db7-3578-496d-8663-e0e0ae5b7012,415ff06a-af16-44dc-b5fc-88544e15ef2c,Life,1516.28,2025-05-30,2023-06-18,1
377556b3-d5c9-4cb5-a9a1-70de100ed652,ee879840-645c-494f-82c8-2dbab001d2be,Auto,4241.88,2025-03-08,2021-03-29,0
5ff964c8-a0d5-47de-bc2b-7d8041e1ea8e,8408d928-8063-4721-8639-11f7cd171d43,Life,2832.05,2023-12-15,2026-04-21,1
3bf7e3cb-5868-40ea-b195-8e1179e9b61f,ce1bc76a-7f5b-4e56-978f-8067536e08ae,Auto,2746.73,2022-12-10,2023-07-11,1
c4f195cb-6bdf-49e9-bc92-b26c5cd3c697,275c138a-ed34-4a63-a2f8-274886cf5f46,Life,1630.48,2020-05-04,2021-09-05,1
b9c6b03b-fa5c-4e99-80e6-90c8fec46e70,2d38f432-70aa-4e9f-aa05-53dc0ad7746c,Life,5810.04,2023-10-02,2024-03-14,1
cd247039-086b-4ae9-b78a-cee2cebef571,130af5af-4bd8-4127-986f-a9df655b0ffb,Auto,5828.35,2020-12-18,2026-03-18,1
22147501-770b-45a1-b19b-e49d26b62374,1625a418-4cdd-495b-95a3-9acfcc59fb4c,Life,414.84,2021-11-16,2024-11-03,1
f20b7bfd-1a4e-4e2f-8ddf-baad3c1c4c5d,07d42c74-cfe8-4a01-9957-83dc3abab92e,Auto,2366.9,2023-10-25,2025-12-29,1
0c764a0a-1840-4c2f-bf71-49e6d1926338,a7ced8c5-7abf-4352-9be4-92318d63d56b,Home,4265.2,2024-08-21,2024-11-17,1
c15b81c2-1157-4ca0-bf71-1fe608c0a2a0,29ab3113-a9be-4861-a296-5502b0aeac2b,Home,1941.11,2023-01-22,2024-05-10,1
c2aff8c4-4794-449a-bdc3-13406eb96486,3074e2fc-6361-4287-bd35-86fd6f7702c1,Home,2858.92,2020-07-30,2021-06-23,1
e6c3fb2f-eb54-416a-b9e0-cff40e873518,7562fd29-8184-4aca-bfed-0878fae38473,Life,3530.34,2021-01-04,2023-12-21,1
53000320-6d2d-4664-952b-9b8a52d25845,b17e86c0-0e71-48cb-8fdd-aa97d65b700d,Life,4948.5,2022-07-20,2022-04-11,1
f7bb25ad-55d5-4c84-93dd-ae8a6e62b702,657ac0a1-3dad-4ef6-8075-8269ecdb0247,Auto,5422.49,2021-02-04,2024-02-16,1
08875e92-afe5-4c06-a320-2f8f7b65c850,75c9e9e2-8b34-4c0c-a445-d66d158614bf,Auto,2673.78,2023-11-01,2021-06-14,1
d2885633-c111-4959-a2b4-16f2c9bbe7f4,f122a3ed-ac9f-45f2-9c8f-e65d2b1e4107,Life,5110.0,2021-05-26,2021-02-03,1
9db7aec1-a667-4785-9f98-9b82a698080c,75555abb-090b-4605-98b6-9efa45b6194a,Home,514.9,2023-10-07,2021-01-31,1
908b1778-a1db-4662-8a05-4016c33b96d6,87a97f89-28de-4a6b-88cf-0baf2e0b2b02,Auto,5413.15,2023-05-28,2026-08-27,1
d209bffc-43d1-4720-8faa-1a3f9113df2d,b5bdc5df-b36d-402a-9d97-596880d108e9,Life,2802.14,2024-01-13,2026-03-19,0
ddac28f6-2150-4c80-80ad-de5593fb7ada,6468b630-4b11-4bd2-8e00-d71ceeca1121,Home,418.0,2024-03-04,2025-05-27,0
117cffd3-bae1-41ff-b5c6-bd1435bc8216,5db5cb0f-20ed-495e-b851-8cae3144fb59,Auto,5826.3,2025-02-14,2024-02-16,1
8a1d6160-616f-44d0-9f9e-03be0c679129,d18f3708-5214-450f-a788-0cc8be4c87e7,Auto,3239.19,2024-12-25,2025-11-05,0
3c0da015-b67e-417f-99ae-cf4579c310a8,b57f8369-15ec-44bf-8fd3-fdbfc972188b,Auto,3227.1,2024-03-15,2021-11-10,1
845b87eb-5b31-46ec-8337-f5b3106ca34e,2b42028c-eb34-4e0e-a1c6-5bdb2daa136a,Auto,1544.5,2021-12-11,2026-06-05,1
df9a215e-2f9d-47f5-ad76-c5fd0e908605,8a059235-551b-4794-a5a9-5861cb1d49e0,Life,2450.07,2021-03-13,2024-11-12,1
0cc0c102-2a4e-4821-97f3-5b7604b8e9c9,6e153f08-860f-4e83-bcf6-7f0f156f176f,Life,1745.6,2021-08-07,2021-09-03,1
271b6fb0-79e2-4f3f-acb9-0bac3916fa7c,271fb5cb-e1ad-4ad5-9bf4-b7b3076436bf,Home,5735.32,2020-06-02,2024-02-19,1
4e37116f-2ae6-434e-8614-69fb0e150ebc,d0cba7e6-fc52-4921-88bc-155bb80d9f2e,Life,1884.54,2021-04-20,2021-07-26,1
53fff590-f68c-45d2-830f-a96781e6c2e3,443db8a1-7d04-444b-a18f-010cc3fab649,Auto,2229.21,2021-05-23,2025-02-02,1
a361aa20-0ed8-428f-8899-e68f0abf5397,b55f352f-c6dc-4433-80f8-ea281bf6123d,Auto,2886.08,2021-03-14,2025-09-07,1
6cd2c04e-fdc1-42ac-bb4f-fa4412b8a9a5,e3858803-22eb-41f6-bc97-e8de91bec144,Life,1799.19,2021-10-02,2022-10-27,1
271cefc4-db64-4dd5-b62f-95f1a70cfcd3,1b327a45-58aa-44cb-8cc6-6da2545b935b,Home,441.64,2023-06-15,2026-07-02,1
