payment_id,policy_id,payment_date,amount_usd,method,is_late
8ec7a63f-0ef5-4290-a251-d8daabccc719,f358a02f-b824-4af9-ad22-3bc882e788f1,2022-10-08,935.61,Card,0
6e3ab7b9-98ee-4952-8191-998963654d63,71d477cf-92a5-4e20-99cb-e8b45d1162f6,2022-06-11,736.51,Card,0
86d6d800-fcf4-41dc-98fe-83cad12ace61,04751dcf-6915-4413-a1cf-2eeac9e5d8ec,2022-02-01,428.82,Card,0
9a797d8f-2ac5-4f12-96dc-a279114e9883,d8fdee5e-cbcb-4bc0-9af0-404306b6dd59,2021-07-23,339.96,ACH,0
efe9eeef-901a-4e6c-a715-4e70a876239e,4ea5cfc0-94cc-482d-ad6d-da9504664877,2022-07-02,163.48,Card,0
8d3e9503-bb08-40ac-aa78-a6265171a82a,c323ab25-de60-40e1-bfc1-b7fb2351b91e,2022-12-13,35.04,ACH,0
3ea782ab-a2d4-40fd-a548-ae6bc56c53be,64d5489f-6e94-4ab0-89b2-d1fbde8c5d18,2024-02-10,967.26,ACH,0
ef3c56b5-58ac-42a5-b31a-6151dd2fd0ed,4b7a030d-4230-4a9c-bac5-ef2c4d849612,2025-08-22,865.38,Card,0
a394ae28-64f5-489d-87e8-8795e92f0c17,9095797b-d44a-4e0e-a3c0-e52bfd6e0d8e,2023-02-14,802.08,ACH,0
ce187ac6-fbae-49e3-bf4f-3ea15c71af4e,57afa55d-7365-4984-9764-ce1371803996,2023-12-19,508.11,Check,0
5f0344b4-85a7-43d3-979c-9e52871c01c2,a0b43d8c-a3d7-4fb0-af83-f2ef8b2cf68a,2025-02-23,829.77,Card,0
d4d1ce9b-bf16-4774-bcf5-ebde2e9116e4,d7c3dd7f-74da-4bf1-b3d3-422ba20cf5ee,2022-08-06,918.65,ACH,0
a80e45a0-787c-46d6-9f2f-4da30dccc9a1,a60474a4-b05e-4f9c-8686-dbb29df01541,2023-10-24,921.85,ACH,0
53b12734-c486-44d8-919e-7ea3dee86b7c,7fde9e0e-66d1-488f-a073-072a02874ed6,2023-06-06,926.16,ACH,1
dfe6fa09-777a-4576-88c7-a165b637c3cc,83d4ca3a-81ae-487a-9ef3-48cfc9747b00,2025-07-27,160.1,Card,0
21e31ebf-4343-4a04-b678-7fbef67013de,3c8c65e7-6298-498e-b456-c64c14d0de7f,2021-04-07,586.19,ACH,0
6fbdefb8-3c63-4dcc-a3fd-a6c36d4d1674,942b1979-e9ba-4bd5-a060-fdbb84704e0c,2023-01-03,969.62,ACH,0
d9105bba-b1ee-46fb-9009-92a40e70fff6,8d8b83fa-71c8-442c-84d7-0d9bc7f7cb80,2021-09-14,256.55,Card,0
f443ab90-84f6-460b-a071-0157ae77cae9,935ca490-4f9a-469e-accc-993b9fa47bd0,2024-12-18,488.23,Card,0
acfc82dd-10d1-4a6b-839b-c7df4108a1d9,f3567205-2cfe-4a0a-bb21-2fdcb7f05133,2023-01-13,339.54,ACH,0
67b26532-5d6f-4349-803f-ab36f1ed22e9,e8ef3b49-ee57-4e3a-8527-cb1438b1687b,2025-02-05,943.82,Card,0
89f84011-6060-4e3d-a570-31436fba13b0,2ddd336c-2d95-441a-911c-541fb089604f,2024-06-14,592.15,ACH,0
d629f65f-c7d1-41b8-a6b7-12d76ffd4fbf,879ee666-f189-437e-a844-45175b13058a,2023-12-16,524.05,ACH,0
46edde07-3609-49fe-80d3-ae06674fa13d,3a1e6edd-36d3-41f2-8d99-73df15774d45,2023-11-16,458.37,ACH,0
0fc93a51-e21d-4dbe-8bd6-94848ba07020,6398f383-9dc5-487e-8aab-441ee8ef4f67,2025-04-16,798.32,Check,0
8eacfcf2-8180-44c4-a745-f8c109cd1f02,acbebb70-b2ab-4265-a88b-91ade2182cc2,2022-10-28,499.38,ACH,0
368de2e9-2739-4e09-8ce9-7340ec282d49,4ddbfd77-392d-4cc4-a199-64d634fc3da3,2020-03-27,654.92,Card,0
27ce5fea-e216-4224-a97d-35cd952c3b08,577cd0c5-3133-45e3-8d9b-2eff7022a4c1,2023-09-07,370.96,Card,0
58dde19a-50f2-4c0a-9519-4606ab3cd9ce,08a5dd13-b9ad-49ea-bd4b-a7141afb57ff,2021-09-28,80.0,ACH,0
1a5feec3-6ef3-4447-ae46-255f988036c6,cdb6ecec-e100-49c0-903e-c68678165b9b,2023-01-06,116.56,ACH,0
ad385fca-1e1e-42f9-9af6-b2caf5d37de0,289f8844-7513-4db9-a361-a6ecf6814ff2,2024-10-10,651.39,ACH,0
381d2e76-e28b-405e-8a60-890f95417e54,0078442a-4e86-437f-bdac-61add5fff058,2024-12-16,506.1,ACH,0
0cab6e96-611e-481f-b5d3-a6fd0d964f73,b434c410-6600-4b5e-b6c3-d57d87b5a5d3,2025-04-14,767.18,Card,1
65187aa1-1049-41ab-ab34-bdb16a8e7979,1f3d2928-67bd-4d4d-a32f-251bb989bbb6,2022-03-03,193.82,ACH,0
3c1678ec-3e6b-42cf-8e6d-d94842b8fa72,172a84a9-1a78-4a66-8f12-86bd7c4de1e3,2023-09-18,693.63,Card,0
3abee8b7-1747-4eb2-81d3-04b4af896620,88f90032-9159-4a0c-9690-d8718c775a12,2023-06-14,766.27,ACH,0
577f8557-b3fa-4f58-af21-ffe2ccc5d29f,b82f289e-6076-4c4c-8281-4c81ddbe22c5,2020-03-02,775.75,ACH,0
a92e3969-f27c-4233-a9c5-9a3be1bd3f87,615264d5-d5ec-4fc3-8802-d6dc52540683,2022-02-28,569.08,ACH,0
1c8b7290-e8e2-4b65-887f-60f3a4093a72,67a078e4-480f-4901-ba08-420bfa8c3c05,2023-09-09,780.37,ACH,1
b9103a63-68b7-4f19-9645-f51e60faaf12,f621fbba-2fcb-4193-98eb-f3fe5683e99b,2023-09-27,290.29,ACH,0
3c3da297-306c-40d4-a9b7-74078f8bc054,e4ceba0d-2aff-4cbd-93ea-b44c711cbe1e,2024-03-05,220.91,Card,0
0acf28ca-90a7-44ec-8de1-7ec85d0eb38e,719946ab-c3e4-45f7-88f5-ff6ff38a086f,2023-01-18,681.01,ACH,0
6ec5766f-1245-40ab-9fb8-a473c730b4aa,13548135-bd48-4ecd-b818-ba850ad6b534,2023-07-29,150.56,Card,0
5d35e0bc-c3ff-4d5c-9073-a713c2e678ec,bfb4184a-e21b-4a53-b660-a42140180a77,2025-02-26,62.09,Card,0
f1e32fa3-e973-420d-b199-fea72de9c5a3,830790ab-f087-4578-b8d9-600b3c212eb3,2021-08-06,146.78,Card,0
b6acd58e-8f45-4f21-a26c-4f6452ad5fbc,dee37ea8-4d2a-49bd-aa9e-238582d02cdd,2023-11-07,860.65,ACH,0
6aa39ab7-8df4-4b6d-848e-a6c67c821d33,fe3409f5-05fb-4a65-a74e-94a534b152f8,2021-03-19,708.04,ACH,0
b52867bd-c288-433f-86af-47e2c979d1b2,61380b9f-eae3-4aea-9b67-738b0f5f7651,2020-04-10,221.35,Card,0
cd75f416-7a7d-458d-b9e4-d14e8433004a,74ea26cc-8325-4c3e-8933-e7fcef41357d,2022-04-20,920.87,ACH,0
3705d67e-7cb9-4bdf-934a-c6a90896fa6c,1ca2a64c-a224-401a-8272-94de6978d34a,2022-05-04,186.0,ACH,0
e36b2ad9-b15f-4478-9bd4-c7bf80dd981e,37f5b966-53cd-4b53-964f-e3916a74635e,2020-10-29,774.37,Card,0
b77191c8-ee47-4f22-b38d-61e6b83561c9,731b9ae8-3db4-4a78-bad3-cb6ae9b29142,2022-09-26,389.51,ACH,0
a5dd9ca7-f506-41c8-b7ce-9f791ceda9ea,dbc18441-3f52-4bd9-a88b-bfe7f1183e9d,2024-12-11,532.43,ACH,0
7b64d733-b2b6-483a-b90e-c4111446024d,0ae390e3-6bf6-40a3-b6d9-0292c6b2d663,2025-07-14,100.73,ACH,0
27971dd1-5171-4488-a018-a9e57a4f211b,40b595c3-8089-4226-be49-16082eb4babb,2020-02-01,328.39,Card,1
0f159869-9fe2-47a2-91ae-26fe0cc50ef9,76d8addd-0c19-49aa-9a91-d385d51adcdb,2021-09-20,252.28,Card,0
da3d4b93-e09a-42a6-828a-38f9cdff996d,35a7b745-3713-4a23-a4f3-4bc000c8d39d,2024-09-08,43.7,Card,1
377ce7ef-8871-47c6-84c4-bce863c81cc0,9ab8292f-8b0a-48e1-b670-c858084d3f80,2020-03-07,449.89,ACH,0
cc653fcc-91a3-4b72-9c3a-51b2a7d18c63,a48380d9-6cf2-45e7-b12b-25df3714c755,2020-07-15,606.1,Card,1
2813d9ca-5b51-4de7-9769-16b5f92ced66,6d7d6774-7b80-4eb9-92c6-016b043d51d2,2024-05-29,155.13,ACH,0
c9c430de-bd3a-4b72-879e-9517b371d98f,1f7fd434-af3c-4307-9fff-5e528aa7f525,2020-01-06,582.27,Card,0
5d2f506d-bfc7-400a-b067-9400577768ae,e072a0c2-68c1-4d57-ba60-a805a22b67e0,2021-05-12,640.47,Card,0
e9ffc5b7-69e1-4bbd-856c-4e925b231360,bfea7175-cd33-42f4-a990-edb21c2d3ffa,2024-08-25,492.18,Card,0
6ecdf3b1-2757-4de3-80d8-84997acab5e3,bb2b7786-4844-41d3-ac13-38543b2c2e93,2020-10-12,536.88,ACH,0
7bb17cf9-6c96-40b1-83bd-bed7a9c422fd,36273a49-b544-4e84-bca5-2437b4f77bf3,2020-08-27,545.5,ACH,0
7a987468-565e-44cd-8686-820845a7b6ac,98a6a16b-deb5-4f82-8a45-8d83af90daa4,2020-01-20,601.77,ACH,0
835e1a89-4d7c-4838-948b-b021498197ee,b47c4b15-02cc-4673-a6db-cf4f6f371c77,2023-01-27,437.04,Card,0
aa3398ce-7c97-4635-9222-478ff50f0247,bbde2ef0-6b88-4d75-80e7-7061e8d1e9d1,2024-09-17,285.29,ACH,0
84d3eb11-644e-4919-8821-eb63bf0d70f2,35fcbe9b-0b94-4e85-9f0e-3615e1897518,2023-05-26,539.26,ACH,0
1cd64148-b8c0-4458-8680-338ee3775a69,7a929ed9-4d3d-4743-9d1a-b3e844df9a0f,2020-12-08,347.62,Card,0
98b17186-5ea5-4445-a375-980117369a07,446c4320-57e3-4b9a-aebe-32f76b2866d6,2023-05-20,479.8,Card,0
08ac2d38-f8a8-4b05-af5e-483c49a8ac6e,5d30954e-6fa0-4a01-924c-da66dbb12a4c,2025-03-05,802.04,Card,0
c74b3b68-7031-4125-a15d-e021081c15ca,bff37a4f-bd9d-4626-beea-fd756a05ff78,2023-05-02,668.31,Card,0
52f4f175-e8e4-4f16-bf61-1cbdb4ded205,354f44fd-d608-4179-8392-3cd6c584562e,2024-07-27,848.72,Check,0
d98e57b9-f265-415b-bbfa-1a12fdc0141b,c295a37a-063e-48e2-894c-4032b1f2069f,2022-01-21,724.22,ACH,0
a5e5a9e7-f383-4579-b99a-1a0a23a1a7b1,6788424b-846d-408b-b237-d6ec690abdb7,2020-12-13,418.19,Card,0
43c67ab5-b7ad-4e86-b623-2269cc65e749,b1e0a8d8-78bd-4185-be60-8e2afa24035e,2024-07-15,160.26,ACH,0
68d73b8f-f0c3-4969-aaf7-eb2dc50d01da,15598846-cc07-4f46-99e5-6d21386390d2,2020-04-12,821.58,ACH,0
23404d8c-a597-4515-a656-1dd92f3a0625,13deec4b-a99d-436b-a47d-347defaa592f,2025-02-02,916.98,ACH,1
11b4de60-fa5f-46d2-9567-96feee89cf55,2195b355-f36f-4fa1-835a-bcc1e83a8e05,2020-04-25,384.37,ACH,0
86e9dda3-b62a-4971-a75d-3253801b8509,ff0c9100-5bd9-442e-953d-ec8f93376d7e,2022-04-21,572.2,Card,0
e6e1d5d8-245d-4a9f-9bcb-171f77041939,a0b43d8c-a3d7-4fb0-af83-f2ef8b2cf68a,2022-04-26,909.55,Check,0
2b179a96-9d49-417b-bd6a-77a63a65e705,fd08b7f9-381f-4f83-b467-3458e756fd53,2022-05-10,591.75,Check,0
8dbd9323-7586-4e14-9b37-ee39dceb5e8a,a760b1a4-5f11-4032-b8f4-88fbb99d04e7,2024-05-28,718.2,Card,0
f48a5930-d249-43b6-83ee-1a60c071dfe8,1cf508ed-1896-4782-a716-85263c6d5c57,2021-11-25,222.35,Card,0
446317c4-7eed-4889-8591-8389d9e38f31,8d3907f2-452a-4983-b29d-45ce41d8c219,2025-07-17,478.19,Card,0
6b2dc39d-03d2-41bd-a572-3bb6f9a68d3c,6e033ef9-1123-4ebd-a40f-f9f62fda815e,2020-12-23,736.87,Card,0
89800c24-2bdd-40f5-9a7e-84208725ed4f,13b44495-5253-4f6d-9ddb-9efff830d767,2024-09-03,445.12,ACH,0
c3c41248-2b1a-4386-890f-68348ed8ddc3,976e411e-fa02-4fa9-a6f5-9fcda1b133d4,2023-11-03,128.68,Card,0
a78d570d-ada5-4c3c-b7b9-738a41549506,d17ec234-972c-41b6-9d1c-84280714c462,2023-07-06,887.16,ACH,0
d9ba572b-1224-4665-a04f-54002a0df220,ca746f3c-67da-4d11-9acf-4df99a3c10ee,2024-05-31,773.26,ACH,0
94619a01-56f2-48ad-9377-11f671e91b19,a4b6e368-5838-45d0-bc5a-29e496046a22,2021-07-15,484.32,ACH,0
f3d74004-e16c-43a0-9eb8-9b08e6ec387e,4f329f85-e4de-48eb-b55a-a830561c270f,2023-07-09,331.59,ACH,0
0d65abe1-872b-49e7-a2fd-f99ef6ce05b5,764c44f0-ded1-44c2-b2d4-f9097cbb601c,2020-03-25,273.49,Check,0
91325d8f-e2e8-4081-a3cb-1069f7fba6bc,8690b6cc-927b-428d-ab1b-2eeed4958b33,2023-09-01,169.71,Card,0
03eceff6-192d-4574-a85a-2b34d1308777,38c2bd8b-ed86-4764-88c6-71f3aa37efb5,2021-05-20,807.26,ACH,0
504457b5-a224-4c4e-93b0-2b20e5b9960c,420c069f-9088-4cb6-8adf-c789cc17e2c6,2021-07-10,326.78,ACH,0
9a2e335d-eb04-4b33-a166-94ab94b13307,8ea4cde5-f67e-4061-a4e3-8e5548795806,2023-01-11,342.02,ACH,0
ce78a8fa-04f0-4150-9278-0a9dc0c70d4e,f097f957-3daf-4b51-a994-8aa7b775d5ce,2025-06-22,702.77,ACH,0
0676ca91-6db7-4731-9091-739a9a6cc457,ab4f2cf6-b524-4797-921b-520bf2265790,2021-11-22,895.22,ACH,0
b77280e3-6136-41f9-b826-94558041f1f0,07a0a514-f2f4-4501-a55a-473820d7e584,2023-04-15,688.47,ACH,0
713877df-83f2-4223-b98a-7add3f67084f,551667e6-0353-49a3-a1e4-6d880d905844,2024-09-19,660.39,ACH,0
e421bf70-97b6-4931-87ba-04499deb5253,3e6f5c84-adf4-429b-8ae1-1bf778e519c8,2023-03-17,719.05,ACH,1
eaeea865-9f67-48b7-b6de-d2db0ac34216,1833081b-5690-44ef-94d1-1940faae3b72,2021-03-12,464.46,ACH,0
64003650-18c6-4f9c-b861-427cefe6f70c,72379179-6baf-4d14-80da-36121e3fe8a6,2022-02-02,392.73,ACH,0
f0903d2a-3b32-4dab-b7f8-89ec12fd9e60,8fd21bbb-1ba0-4ace-a07c-15df6cf17adb,2021-09-17,964.78,ACH,0
f174df00-8c4d-408b-b6a5-b20c5ba3b930,6c187669-74c0-4705-8015-87aa28d0d3f0,2020-10-26,642.89,Card,0
2991267c-700c-4559-a950-1e00ef2f7308,b1aebaaf-32cb-4e8e-92bb-85b3f8ec3d7b,2024-05-12,485.36,Card,1
4f602351-707f-4c6d-be4f-241116435e27,3ab0114b-8b4d-4601-bcac-0888bf81d651,2025-04-20,332.18,Card,0
fca96ddb-e0b2-48fb-b503-274b0ecedbcf,39eaa0ee-9e29-4aed-856e-ea38bd3397bd,2020-01-28,199.7,Card,1
014c613f-f677-4f36-82e8-dab6a4713b0a,a196c62b-4e6b-4763-b01e-f20b174aeda6,2022-01-29,416.51,ACH,1
2d3a8e98-1262-4b9d-9fa7-3b31883beb39,278706b6-ab19-4867-af31-561e5c7b4b23,2024-05-19,288.79,ACH,0
fc0d399f-9e9b-4c05-8f07-64e2fded117a,300affb9-58e6-4917-bf34-89104b59c009,2020-05-21,881.92,ACH,1
011b3532-f24e-4f70-b25c-208b495da0a2,9210d873-6b69-4bb9-9c8d-d02e4b03d587,2022-01-13,891.77,Card,0
cce46436-0625-4677-9972-e76f6d58c129,c6b1489e-b6f0-46b8-bc5a-9ebd8d7c41ba,2021-05-21,858.64,Card,0
97cf7aa5-4a44-4517-8584-166df504bfd9,1d271b26-5235-459f-b0fd-81a953e00c48,2020-06-09,681.67,Card,1
d3741ed0-dc3f-4976-b7db-3668b9bcc709,a293b42e-dab3-4b8b-a2b5-63d872568ce3,2020-02-02,886.67,ACH,0
2d26c399-3321-4c92-bd7b-0c358c53db5f,ee3c212a-c527-4ae3-b9ee-c9d9cc959820,2022-01-17,771.24,Card,0
f864a51d-c4a0-432e-bf5a-1130246a4443,b163345d-ac97-4636-b2a6-7deb47e7c8ac,2022-06-13,441.12,ACH,1
29ca58ce-3475-4d7b-a55f-0f344010ee38,62fa02a8-8159-4330-ab06-93fbf3009028,2024-12-20,229.66,ACH,0
a5688664-674b-4efb-8a3e-cb29600defa2,b7195a70-ba7b-4580-8872-3d844ce1eb28,2021-04-19,206.42,ACH,0
3ef76ca3-e910-4295-8d7b-882114a9e9a6,dbc18441-3f52-4bd9-a88b-bfe7f1183e9d,2021-08-29,975.61,Card,0
7be46278-931f-445d-abc0-12edd05c833a,aca92880-fad2-4025-93d1-053447a25326,2023-12-05,659.53,ACH,0
14a6c3d7-ec4a-4f69-8cbd-0342ad228624,b3026790-11fc-4c06-b665-f945c856b575,2021-12-29,634.23,ACH,0
c6478acf-69a8-4d93-994d-610f43ee6c51,86f951e8-cb6b-44d3-93cf-2fa20583bfae,2025-03-26,562.53,ACH,1
bab65745-86d1-474a-bb8f-f32335ebddee,df2c854d-4e9f-42b0-9c9c-6434b7ba626d,2024-09-13,407.95,Card,0
197d7743-2b44-4ad9-89f3-19686a24e400,b888b52a-9369-4b0f-8b9c-6b80c80a7478,2020-08-06,439.69,Card,0
dba31de0-6078-4cce-b403-2c72f8961a45,ceb759bd-ee1a-47d6-9181-de33c034533d,2021-01-08,895.9,Check,0
40ab523f-a375-483b-a9d9-46fa8644f5d2,c461ea5e-31c0-4eb2-afa6-8866ef3aeff1,2023-03-10,481.86,ACH,0
6476c8b5-972c-4bdf-9427-c1cdd7d6d487,9ca2c3a5-a198-48f1-ab41-bdb9d1705b9d,2022-04-25,557.16,Check,1
6a751e2e-fd70-4aca-bdad-a6a4ab4df63f,bea254b1-67ef-4af5-966a-44627fc8b7b9,2021-02-02,949.31,ACH,0
6630ea52-ca73-4c5d-a34f-ab3af271d662,36fd5637-e4f4-4dd9-92ea-ad066834533d,2020-11-24,868.65,Card,0
c9786614-d094-41c0-83fe-55eaa18a617a,e2d87bf2-bb73-433d-8f2b-226748381083,2020-02-23,420.24,Card,0
ed54b807-1800-4702-906c-1898c96fe8d8,7a6d0416-201c-4793-8f5a-e917710b7ee9,2021-07-29,934.0,Card,0
b21268db-fe71-40d8-a0ea-3831005ea843,411773a3-038b-4b49-9e49-cdc45f5353ea,2024-06-04,692.27,ACH,0
50737714-94db-4a9c-875b-d9ef904b094a,76fc0596-bd7e-49d7-8b8a-478f8ae3a52b,2025-08-01,982.99,Card,0
4ad1bb81-4dd4-4da9-8029-d3a39ae600b2,ac090dcf-c01a-412e-a6ec-27fed523fe59,2024-02-13,901.06,Check,0
3fbba2b7-ddc7-4976-847e-1675305033d1,59c5450b-9740-4a38-b609-12f659a0cc7c,2021-04-24,439.41,ACH,0
40ced388-ec6e-484f-ac4c-2770c082ab0c,11d8cd97-01ae-4a40-bc3b-60dd5dfe164b,2020-09-02,265.45,Check,0
e8706cf8-6937-4b07-bbba-05e9c2f867cd,9e9e2278-43a0-42c1-a01f-dffe3d72784b,2023-12-29,715.96,ACH,1
b49eaa81-b4ef-4ef0-ae4e-3ed69a832fbb,4eb7431a-b559-46da-bbb6-2295ec3c004f,2021-11-10,401.2,ACH,0
85302ab4-0029-4bb7-adeb-225c687042d7,18913668-0e1f-4da5-91dd-ff1196fcdeba,2023-12-26,133.31,ACH,0
f5c851c1-c65a-4b1e-b137-5c5f77ac1201,2dd21285-8eaf-4bf1-b447-90be740261b0,2025-02-17,156.67,ACH,0
e97346d0-d1c5-41eb-a000-d48462ed7c44,72ed90ca-d789-4f54-8f17-dcaa9c130864,2020-05-28,820.73,Card,0
8812c329-2b9e-4998-8723-75848867187e,b2671c7b-4133-484d-935e-3e38e573e376,2020-09-22,838.14,ACH,0
610ccb8b-3000-46f7-a92c-cf9ff19ee33e,190801fb-f177-4653-8a7f-cab50a7922c9,2020-10-07,346.06,Card,1
1bc5b0ac-4d06-422d-91f0-dbf4ff8a92df,059740fe-92f9-4d07-b7f9-6fae0abf4996,2024-04-04,375.6,ACH,0
48967864-3ef2-4537-adfb-ccee198190e3,d13c7712-d272-480f-b1e9-033e3cb986aa,2024-03-28,790.42,Card,0
69006c24-8fcd-4d7b-a8fb-04a6548694d9,0e82f7b3-edd1-4837-b2e6-fb27d39888f8,2021-05-08,231.5,ACH,0
cc62f72c-9716-469b-8bbd-61f9b661e690,d31a3f46-1c71-4e57-8dcc-5dd27752c541,2020-06-09,319.88,Card,0
504f89df-f594-4f9b-9802-f8370e9c0bd9,ce6f3f7f-92be-4cf9-a54c-82bf2d577b49,2023-06-12,803.49,ACH,0
d3b1cf99-3d23-4564-a93e-19e4396cf13b,79f64aed-bcee-4185-bd92-ff4d942a2e93,2020-07-21,580.34,ACH,0
2d8aa638-eecf-421c-9b6f-0a24fa295288,3334b603-f5c3-41ba-9b3c-cddbac3ede04,2021-02-20,555.11,ACH,0
842a5beb-f3ce-4f6a-95cc-d553fd7e074c,d4543dde-c6f2-4159-9195-081e20c4dc7d,2023-12-04,180.29,ACH,0
00be9aaf-c644-4459-96f8-a3f8b2654ca9,27a68189-8d5d-480c-b698-ad7452ef7f57,2022-03-22,733.68,Card,0
39692ed5-16ab-46ee-a824-a8be2fb9832c,09c0f786-a598-467c-a98f-20a6b25564a2,2023-03-25,138.08,ACH,0
eede35e9-8dc5-4d8d-bd7d-77742805e03e,1bddc26c-e6fa-4587-8daa-4c23fe214823,2024-02-03,457.75,Card,0
b45469d7-8722-46c0-b326-7127879ffb16,d7a02483-a0d2-40f5-a823-e6ef4bbe6218,2025-05-01,80.06,Check,1
8fd8641c-a6b7-4cc6-839a-09c8ae330a69,51f5f465-55af-4e46-936f-930357eab4ba,2022-11-24,385.57,ACH,0
e36659f5-8ebc-4bd7-b5a7-16ea11e7280e,aec3d01a-6933-485c-a43b-e8c7d1b134f3,2020-05-07,33.94,ACH,0
dcd0a85c-5aaa-438f-ad6d-11b6a9eff915,017b3b66-d9c7-40b6-9c83-26f9b70a834d,2024-02-07,936.15,ACH,0
31c8618c-29ba-42da-8c95-6768521342d5,1fcc3880-a932-4240-875e-2d14620d30fb,2023-07-22,961.29,Card,0
d9f829f9-bbd2-428c-803f-ec51f660418b,1e46a685-32c1-433c-9ded-82b245da3339,2024-01-24,992.49,Card,0
95ca8aa0-f9d6-4041-a352-736d65b27120,e919ff87-2d9e-4eb3-a4cf-beca2da980b9,2022-07-02,214.27,ACH,0
3b1a3038-93c0-4319-a8cf-467d0090e6e7,067ab4c1-10e7-463c-bf84-e27eb0096a3a,2021-07-27,989.68,ACH,0
47e9048a-01a9-4627-a154-4d95962b547b,c01420b9-28ee-4ba8-934c-646e95d9782b,2025-01-27,744.09,Card,0
24ce1aa6-c4df-4f15-a9cf-def26150cf89,c68b3914-5232-4524-bece-87857ac0ab4b,2020-03-28,884.47,ACH,0
648652e8-7134-4469-978a-74e84fbfbd01,3f132277-3cad-4dfa-a34a-4e1ddc38abaa,2023-12-15,483.43,Check,0
a909f416-f859-47a9-9a22-5d5f87ae5590,ef833fcc-37b5-41f6-94e5-c787ff8987f7,2022-11-30,277.08,Card,0
37b296af-3007-42cd-bd9d-b395d08ee184,c0a9da60-64cf-4b7c-9885-58fcbd1d2f96,2022-07-10,261.32,Card,0
37b9b68d-838c-4d76-be1c-7f6583150efc,e82c87de-049c-41bf-b9ce-9b9cfbd5778c,2023-04-08,49.8,ACH,0
8d68baab-a274-4540-a601-6da24430c7e3,e748f0ab-594e-4fcd-b62b-1467610c6897,2021-06-14,967.9,ACH,0
2defb9ba-7d4f-493e-8197-fd619711e84c,12e1e803-fc42-4e18-8b26-8b6d3cc45400,2021-07-06,494.85,Check,0
25bbfa08-1f10-4a5c-a7a2-007809af9095,40ee9062-1261-4174-902a-2f925e71e026,2025-03-17,740.64,ACH,0
97bfa1b1-4c6a-456c-b747-b66bece4734d,0714b097-e25e-4f82-a457-71b33ddbb5a6,2021-11-16,355.61,Card,0
c8364a66-1c26-4538-a10d-2b83333f7f02,61aca9b3-a77b-4bde-80cf-c5a847fde12c,2025-04-01,353.37,ACH,0
227c5301-2196-47a8-8a6a-3dcd87dadd95,41cdc881-1ff2-4745-a856-94b59458b882,2024-08-21,358.84,Card,0
efc7b990-2f60-406c-be08-5757ef448e4b,56abc7f2-8d54-43f6-bfe4-89a05d74cacf,2023-01-22,313.21,Card,1
46388ab8-a3ca-4296-8413-f3c7cb8d5ab7,b58e3633-e417-4eaa-8378-9bd679f07454,2025-02-20,25.93,ACH,0
