claim_id,policy_id,incident_date,incident_type,claim_amount_usd,status,cycle_time_days
4a696183-0e06-4ea5-80c9-5e0facc8e87a,4f0cf664-f1e5-4f93-b1b2-9a50d189f701,2022-03-02,Theft,36864.87,Denied,17
d2281cf6-94d3-4cb6-9561-73acd2646330,52df07b7-560e-43ed-9e27-c6e23a315abf,2022-03-16,Accident,48912.08,Approved,15
d8709c38-e17b-496c-a4f3-f388625b9c76,b888b52a-9369-4b0f-8b9c-6b80c80a7478,2020-08-06,Weather,38850.32,Open,19
072816a0-6710-4c67-a45e-3aef3b320afd,74498223-a3e9-4fc0-b06c-a780a0372e3a,2020-11-24,Medical,41507.87,Open,15
ec0fcc75-fe29-4a4f-84a2-c9649a657ee7,063ba3cd-aa79-4116-878d-825a2f266ce6,2022-03-29,Medical,44962.12,Denied,16
7c147998-4c78-4185-8a06-788305758f15,4eb7431a-b559-46da-bbb6-2295ec3c004f,2021-11-10,Weather,17398.87,Denied,14
139b6484-56a0-4c38-a69c-a69568317cbd,b6b61184-cfa9-4bf5-969a-c48232ead085,2020-09-22,Medical,5229.98,Denied,14
582209c2-83a1-4cc8-8ae1-a43ad83a67f7,1a3ea9f8-14e8-47fe-a5d8-9a3629e54ffb,2021-05-08,Accident,20774.28,Approved,20
2b53caa0-906d-4eac-836b-559eebdf4776,c8cfc3a2-6c51-4afb-9596-4953de4f0c59,2021-03-29,Theft,31118.28,Under Review,18
fddb7503-1387-4e48-b473-44ff483fc8d4,0dfa08ef-b663-4bf4-92fa-0c319ede12f4,2020-05-07,Accident,11096.41,Under Review,22
2f45cb81-26ac-4a64-b6fb-66c2e8f8fc0d,1b42bdca-6de1-4633-b930-0408b3241c44,2022-11-30,Weather,34692.84,Approved,22
3f9cde28-31bd-4a8d-9297-46ec7c3b063a,b9993ecc-37e6-4835-a0b0-53f1f0494bb1,2021-02-10,Accident,48365.65,Under Review,16
47b3674a-2d5c-4c61-9617-39a31f74c832,fd4b1445-d8ae-41d7-896b-10c78b503fac,2021-12-15,Medical,35074.72,Approved,15
e6a46e2a-bd2b-4cd0-b51c-34fb67e80142,d323569f-9613-4cd4-8230-874a28f02144,2023-01-30,Accident,21044.24,Approved,22
d044d958-959a-41ee-8934-5039901a4c85,78f35bc9-8aa4-4cb3-a128-3ed13abcc89f,2021-09-09,Medical,38812.09,Approved,25
aa2ae51b-2822-4978-8a0e-cacc9186ad8a,67209b73-457a-46fa-b847-49fa655cc9aa,2020-01-03,Weather,18807.2,Approved,11
2e0c0a10-f4a5-4283-8197-8db88db128be,0bcb47b3-1083-4456-a631-210746b5b65c,2023-11-12,Medical,20696.37,Approved,16
df20f9c9-2a7b-40ef-989c-e19674e0abf2,860d5d5d-714b-41f9-ab77-c42ff010a683,2022-11-12,Accident,28189.71,Approved,11
fa1a6739-707d-4de0-bcfa-45da505a3b96,31178396-1bd7-4089-b155-d953d59962ee,2022-05-16,Medical,2178.93,Approved,18
73aa4edf-1c84-44f1-a072-dba55c3ee8a6,2a41b132-f932-495f-81c3-aec8a3242b34,2023-04-17,Weather,17780.61,Approved,12
d9bbd1b4-35a0-4ea3-9609-bbec8f470744,98fdb219-59dc-4ff1-bd68-d04a2d00a9e3,2021-01-06,Accident,3150.41,Under Review,15
f1d38710-a86b-4daf-bb78-abfa4ebd61dd,c5e129a7-2a01-4ffa-8069-cec0d45796c9,2020-10-24,Weather,41237.59,Open,16
68d45741-5a5e-4c69-ae13-7720065a89d0,a4b6e368-5838-45d0-bc5a-29e496046a22,2023-05-06,Accident,41002.4,Under Review,19
44e75c8a-6984-4884-a7cc-6e5b1a529653,01e1f8c1-1077-4050-824d-506fb0493e4e,2022-04-05,Theft,35099.9,Approved,16
c82ac791-aa45-4c4e-8ce7-7cfc318b5fec,81fbe14e-4b3d-4eb4-9d86-e19d4512355e,2024-10-03,Accident,11179.98,Under Review,18
37db51fe-2acf-4b58-9c74-e073d132cf97,e68a9e6b-92d0-49af-9349-8442074a6b31,2024-01-19,Weather,5532.62,Approved,12
c4361654-9603-4250-993f-9acc5a912646,b1751db4-6456-4b97-a10b-cbdd0fb4ba69,2024-03-21,Weather,21087.93,Approved,15
bc5f8d14-c059-4937-8194-aca896b786f8,bd28b2bb-50fe-476e-a5a6-cd8f248d119d,2025-01-29,Weather,15354.18,Approved,20
45921743-5822-43a4-b638-dff29b8d0196,13deec4b-a99d-436b-a47d-347defaa592f,2021-12-11,Accident,21825.61,Approved,27
2b5caf21-b541-451d-940a-25ce583636aa,6c0624fa-c260-49a6-a3b7-49ca5e8d21d0,2022-07-06,Weather,8595.02,Approved,14
c14e88cb-d25c-4a9f-8486-14afb52603ea,97204208-bc3d-4482-8250-0e2d725cfb6d,2025-07-06,Other,15859.98,Under Review,14
602166f1-181c-4efb-bf62-3b91485cc654,4a0253d4-14cf-4582-865c-09485bb8046b,2025-05-01,Accident,21653.74,Under Review,25
bfd3ed5b-7db5-4a24-a6c0-fce1241e85f4,3603e084-1f7e-461a-aba5-7f3415281b6a,2020-02-26,Medical,31386.41,Under Review,20
3db2aa3e-7d6e-4f96-9101-18ec2c707774,3611adc3-e18e-416f-a1db-844022cd7214,2024-10-21,Weather,32472.7,Under Review,14
4b75923f-e2c6-4b0b-91cd-9ef07f299e74,250afec5-7af1-4219-8fd3-b41530359c67,2023-12-31,Medical,610.73,Denied,11
70e5e27d-b2dc-42a9-8d8f-d3ce3d9549d1,6f7e4b86-a131-4394-aadc-29f8cd166f28,2025-04-23,Accident,22355.11,Approved,19
bb6defd8-0acd-4f22-b530-3e94203070d4,9459d616-d2e2-4319-b1ea-abaa8bccaa4d,2025-04-17,Accident,12419.68,Denied,22
4f492634-9ee5-4596-bdd0-7fd209c93d69,b910353f-5c5e-4922-ab2b-ca39a8eafb51,2021-08-31,Theft,6974.77,Denied,15
b603ec60-d79d-4687-886d-41d818fe56b0,93490d81-6346-4b2d-b62d-8730a91ade6c,2023-04-23,Other,4573.42,Denied,23
71cb604b-df6f-4287-8212-8b3bcabc50d9,0497ad65-b80d-4273-9949-9b1f0b6a995f,2022-03-08,Weather,49730.51,Open,17
57f70f42-0892-4eb6-910a-3c6f969595a8,830abb05-e6fe-4942-86ac-4f2c041ab125,2023-02-09,Weather,49626.8,Under Review,24
527a13bb-c0a4-4bb0-bd67-5e4dc47096d6,bac11c58-46eb-4476-b1bd-27b190252ac6,2025-05-13,Theft,21174.27,Approved,18
eeb5563d-70f7-4b66-b264-6f696b240193,66c1aeab-63db-433f-82b9-e03dbb0e3700,2023-09-22,Theft,30208.53,Denied,15
39a1cb50-946a-46b0-aec3-f07a70f2da58,0591b57d-e79d-44d6-8785-6a513000c75d,2023-04-17,Accident,37099.41,Approved,25
664a7a50-272b-48fb-bfec-505f675c5ce3,1a4b0101-f2b4-4b78-869c-cb56fe8d7956,2023-09-20,Medical,25995.58,Approved,20
8bdf8682-5431-4031-a83b-b9ef2081eb3d,b9e59115-da1a-4b3a-8301-b47b8cae28cd,2020-02-12,Weather,31565.61,Approved,15
f8e037cf-8949-4153-a241-7b58a003a037,c4db317c-4e5d-49de-98ff-a426f5446fd1,2020-12-10,Accident,34392.55,Approved,16
2ec17a87-87aa-4cfc-aefb-84b6f67abacb,b34eec10-7e0d-4691-a2fc-b3c6ee6c529c,2022-07-22,Weather,18530.28,Approved,18
aa772178-f2cd-47b8-abcf-8265305551d5,b1f5468a-ef06-48d7-8b99-ca2a8b82530d,2021-04-28,Accident,14459.27,Under Review,22
665b319c-5556-465c-a6ec-5d17f41b9863,3e6fcbf6-13d4-4beb-b828-43b6cf9f6d94,2023-07-27,Accident,26109.5,Under Review,19
a6195067-6ba4-411d-89b5-5eb7e1c731e5,e79e616f-d971-44b8-b931-4e21d437ab75,2020-01-19,Accident,7350.73,Under Review,19
e2db6772-d2d3-48b1-80ab-5d253b50b4eb,de9c6ccb-095a-4126-af5f-2b0a619f0e21,2020-04-19,Weather,31121.96,Denied,14
1df67967-ef16-4c13-9abd-cc9335924b10,16f098c0-0c2d-4cd8-b1fb-117559b376a7,2020-01-16,Accident,32542.97,Under Review,10
10e23740-3aa0-4ca4-ad68-4951cb9194c0,a65757de-e32c-47a1-a2e4-975fab86912b,2024-02-05,Weather,27459.5,Approved,25
6c750a9b-9b8a-43ab-8df3-95b70510c375,3aed835b-90de-489b-ac73-7125930f6eea,2020-08-31,Weather,29337.33,Approved,17
94b4229b-261d-417c-a0e2-c0eec6b3a868,22cabf08-2b2e-4603-9bf1-02d1b6087b77,2020-03-20,Medical,38910.45,Open,14
213a7f77-d181-484a-b2c9-c66ef4ba3999,3a00e611-f29e-41b5-a064-1b23d4247577,2024-07-04,Medical,8694.59,Approved,18
1726f3e4-75a3-4cf7-a205-74f9d716ec84,9904bc2b-3573-4530-aa34-a3e21eb0c2d5,2020-08-08,Accident,29904.57,Approved,26
05a9c241-3f4d-4463-ae82-875f85b8efe9,26c5f784-7101-44f9-9d69-46bfa7d42c59,2024-01-26,Accident,16922.97,Open,16
732c7c29-f7a1-451b-b381-13d99abd02cd,a08fe607-4ebc-4e19-9ddc-53c8b4bcbba5,2023-02-14,Accident,26809.43,Approved,19
f29cc9f7-6e2a-409c-a066-34b3a6089880,d78c55d0-30a3-4b59-9715-973df8e3e4ed,2024-10-11,Weather,39414.68,Under Review,13
51693bcb-bcd3-4629-99dc-fa858646531b,0b1514af-63df-4d25-90e5-8694fbc63e31,2025-01-27,Weather,20417.16,Under Review,18
890be324-77fd-4ba3-8868-9bfd992ec43a,d171bb98-37ed-492e-8d00-b579d5fe36eb,2021-11-17,Medical,46190.62,Open,16
7d96b749-7581-453f-ad34-2b11455815a1,059740fe-92f9-4d07-b7f9-6fae0abf4996,2021-01-03,Medical,11769.72,Under Review,22
c05b3ab0-ab0c-4a63-8cff-66035b1fcefa,eb9ef522-b6d8-4f15-bcde-f2f4f6128835,2023-12-07,Weather,4574.21,Open,18
7fbfe6f7-8214-4a41-8135-f51bf9ac0e12,62544926-bc42-4828-b173-ade75213c249,2022-09-14,Other,10596.2,Under Review,12
66be35ad-09bf-43a2-bbdb-703b75de2de8,d7c3dd7f-74da-4bf1-b3d3-422ba20cf5ee,2020-01-22,Theft,34587.04,Open,17
0c041a85-4fcb-498d-94b9-be5229aab48b,8c1fbedd-5813-4920-86b7-8dc2e3c13452,2021-08-01,Medical,6289.6,Under Review,25
c6faaf6f-5c38-49d6-ae94-9064d273d384,0370ccc0-b6ea-4cd3-89b4-7261616ddadb,2025-01-11,Other,40212.94,Approved,15
83136bcb-d74d-4e5d-b7c7-268fb8bf20dd,08930867-091c-45be-9528-ecc760fa4e5f,2022-03-11,Other,31144.39,Under Review,17
fe27901e-01b4-4dce-a3fe-4b9656165ac3,5e791dab-43ee-4aaa-9f49-75cd0e3efbab,2024-09-07,Theft,22410.36,Approved,15
4f5f771e-71ad-4c82-a340-6c77ccac8687,b40a4002-3a32-4061-b29c-f8c6aca62fed,2020-03-22,Weather,39080.22,Approved,21
5072c12a-c35b-4283-afbb-fb2d2c4fe700,0141bc21-f9b2-4953-8598-c60c4c90bf54,2020-01-19,Accident,45358.28,Denied,16
78f322fb-1473-4679-8500-c08d491b20ae,ea475107-b500-4712-8cff-4a512215e935,2020-02-02,Weather,34402.9,Under Review,27
e93ef992-5ad7-45d1-a317-41e974f706c1,f2e8fe1e-b1d3-4102-8f8a-2a16a108a592,2025-08-28,Accident,17693.59,Approved,22
01a056d2-c9b0-458f-a5f8-44258642774f,b581f3cb-2d5b-4e03-934f-5890ab5baad0,2024-09-12,Weather,46476.46,Approved,21
645ed43e-7a37-41c5-bd50-c0fce1e741a8,0cb5604b-a8a9-4b70-9fa5-bd8e57c9297b,2020-10-17,Accident,2813.56,Approved,18
bca3c482-5620-43fe-9e32-39fbba13c1bf,d7c3dd7f-74da-4bf1-b3d3-422ba20cf5ee,2020-08-27,Theft,19638.14,Open,17
bdb667b8-030d-4ca2-8f9c-31fcce0b9ac5,7105568c-897b-4cf8-83bc-f044367c7673,2024-07-07,Accident,43237.97,Open,19
48029ff0-74e7-4c6f-bd9e-1dad10a02d69,6475e5de-a01d-481b-8afd-f1ffc7aafe4a,2021-10-08,Weather,29646.15,Approved,13
71e12976-1f6d-4b62-b4ec-a5c98bd53ec4,000e9a8a-d1b1-4da9-9b9e-1019308fed73,2020-09-27,Weather,38182.55,Approved,25
729a1324-57f1-43e1-81b3-378b447ef32b,06e0da6d-afc7-4c78-afe8-2338a6921721,2024-06-19,Accident,47197.44,Approved,16
353462c8-4d7a-43bd-a850-dc5442b082a5,8e5a4cd6-436b-4f7f-9341-71e74d0829d5,2020-09-11,Weather,14229.67,Approved,24
8faf5bb0-6051-4f20-a80a-14cec51dc18e,bbbec37b-5a0f-4dc4-a7a6-0122afc507f7,2023-05-03,Medical,43358.71,Approved,20
57268ce3-8f48-47b1-9119-d93f3890ecb7,5a3fa3d0-246d-4d8f-8705-f81fd0bace64,2022-04-17,Medical,26633.38,Under Review,20
f07c2838-6dbc-47e1-9558-88335b148925,b6a49536-d47d-4f1a-8604-35a34d3cc774,2021-04-07,Weather,19903.18,Denied,19
caadc538-459a-441f-a44b-a105bc318b46,f4734646-b829-4633-a862-66b01b2518f4,2020-12-02,Weather,29527.32,Under Review,13
43a16985-aedf-46d4-9627-86f0128f584a,8665c724-4a00-4eef-b41d-46bd767a6118,2025-04-16,Medical,36548.34,Approved,16
981455f2-f984-4d01-ac9e-d679bd4fdb14,a0786780-02a8-45ce-a4c3-a3fb6a92c85b,2023-02-02,Medical,17970.73,Open,17
679c9975-78cb-43ac-8618-06892b09cc05,4a9d14e8-17a0-46dc-b031-99f7f469d4fc,2022-10-30,Medical,49953.65,Under Review,15
d093843e-539b-4ddf-86a8-f0270b858d73,f79fe71e-370a-45ac-921a-610a4f09b2a0,2021-06-20,Accident,39807.05,Approved,14
b892ad80-4ea1-4736-97be-7a8eb5415b5e,e079b797-a0f9-4967-9cf1-7d7a36d313a6,2021-07-28,Accident,1575.41,Denied,17
b14cf744-273f-4b6e-824e-5a2278d67ec0,14a1575e-1f54-41e0-a5b8-80762cbdde0d,2025-03-02,Medical,35264.68,Under Review,18
c291ec25-6c3c-4d9e-894d-3cb88960642f,5dbb3254-6978-42d7-926b-91f818182a49,2025-08-28,Theft,37470.38,Approved,17
a93c8227-99e1-4d13-95b8-faaad4243a35,0c3f37ee-513f-489d-ae6e-1f4a95c97550,2025-07-25,Other,22703.66,Under Review,10
5ec973c2-02fe-465f-a44d-c2bfdb5ef0de,5fdf018f-683a-4562-afd8-92498abfb577,2022-08-08,Theft,10366.07,Approved,14
cf31e2f5-ba04-426e-8501-64f36c3fef89,7a8a824b-d546-4205-a8b1-8821917b9c84,2022-07-29,Weather,20315.93,Approved,10
0374b557-55f5-4fbc-8dbe-b385583c026f,8ad5b297-6393-49e1-90c6-ac247d4c8806,2020-04-30,Weather,39190.49,Approved,22
8f207136-df11-44af-9216-f821a2e98c34,1fa6dc8c-b5f3-486a-80df-f1dd39f71880,2024-10-27,Accident,16196.04,Under Review,16
bf859d49-9cb4-43b6-993d-0e10516cfdc9,701383dc-f8f4-4202-b3d9-79ecc73ff565,2024-09-12,Weather,46818.39,Approved,20
23c324b4-1c07-45be-b0a0-74e29d9c90a4,1782aa98-8564-4741-9050-3a49907a04b4,2024-05-20,Accident,24454.23,Approved,14
49b3330f-b32f-4920-8f58-e9b3dbd61285,71cf377c-bcfd-4df6-9118-8b8b74a96a26,2023-06-04,Medical,29753.86,Approved,22
2ca88ddb-34bf-424e-8b35-47a3e12d0c93,94da7fb5-3090-4bd9-bb4a-79117c180455,2023-12-05,Other,24076.01,Approved,18
2af91d22-e8dc-4c66-9a62-4314e773968e,c64a7d36-9456-4eff-a84b-6a190f219de5,2025-04-16,Accident,13640.09,Approved,17
d8c6538a-aab3-4bf8-9daf-89e3b4108b11,fead3ced-0a47-4add-8050-06be62b77471,2024-11-12,Medical,31796.68,Approved,19
85330d3d-5417-47fd-bb8f-9e3cf7f364b8,a8100c7e-1a6b-4068-ad4d-722c94c65cbb,2020-09-01,Medical,27672.27,Denied,14
1b692d36-415d-49a0-a240-3c97882cdade,b6c05fed-fbda-4da2-b775-21dbfcb33e2d,2021-02-01,Weather,18779.77,Under Review,19
09007873-6bda-48a9-a772-b3738d839f59,58de8adc-46fb-423d-b297-b668aae2af43,2025-01-20,Accident,48371.1,Under Review,14
561fa481-b3f6-4a1f-a6eb-1ad3d8253763,31352140-43ac-4e9f-93e9-fd04e072b84c,2020-07-26,Accident,28718.54,Approved,17
bc0b3ffb-73f8-4ab0-827c-0197cba7ee30,43f4cf1a-5bb3-4b92-86c3-bf6087744240,2024-01-07,Medical,49205.24,Under Review,17
7d846d51-ec82-4a86-b244-4ba65591bcac,6bea035b-0a7e-4f56-9e6a-29f58de3a4f9,2021-09-19,Other,40148.0,Approved,17
7cf02c83-af1d-4c95-b735-25cf31ead252,9ee33ddf-fa96-4dcc-accf-b36d4a6dec9a,2021-07-03,Weather,2911.02,Approved,25
832639c5-99fa-4e2e-8f65-c60b573f37ff,2c9e8893-eb4d-471a-9563-ec325658f7da,2020-03-23,Other,8493.73,Under Review,21
9a9e1bdd-1145-4e48-934e-fb78824230cd,b1774fb4-f600-4ffa-9297-ae54b2eaf4eb,2022-09-02,Accident,22350.22,Approved,12
43175a7a-ab19-4280-bcec-1cc2f5d527fe,af0e9790-84a3-4f96-b2f8-0e6769dd18e0,2020-07-29,Medical,22202.31,Approved,21
96d99b96-bc5f-4bf4-a667-1cdbbb50cc28,2a817c76-58e7-472d-a395-67cec7d2a95c,2021-07-03,Weather,20332.35,Approved,22
e734dadc-f787-4d03-8106-b2d0c43488c2,f3d10154-17b9-418e-a8cd-aaeef96c4191,2023-10-06,Medical,20629.02,Approved,23
4d601d62-24cc-47ac-805e-4ce060f45940,4b157f4b-779f-4460-b760-ae9693cf1f7f,2024-11-05,Accident,26397.52,Under Review,15
69a5fc6d-122d-47f3-8050-b6d5419130b3,4e37116f-2ae6-434e-8614-69fb0e150ebc,2022-09-16,Theft,12331.22,Approved,21
b885e9be-59d8-4719-9909-02970bf0390f,2d4844c6-2b55-4ee8-a97d-043dddc998d9,2024-05-10,Medical,32842.89,Approved,16
c17ae003-dae1-4a00-b104-966458344e81,f34d3b76-3223-44b6-a4c1-2a7b54af494c,2024-12-26,Medical,16644.27,Under Review,12
63dd2e57-0f5a-4b71-b2b1-3af1a409ec5b,3462a192-d055-4634-96f9-98f555a482f9,2024-03-07,Theft,32285.3,Under Review,23
5dcef9a6-27a9-420c-b710-98382699b4f4,96089c0a-74e3-4f21-8a41-04dc5dd8dc56,2024-02-10,Accident,2939.89,Under Review,19
06fe5111-fc76-4e54-86ad-62029cdfe254,97ba25ef-5598-4b39-ab1e-09fe66bda917,2025-04-18,Accident,26324.84,Approved,12
7207f79d-1f28-4965-a5bd-304dbce48cd7,d7798aef-4299-48b5-8d18-06193e0847ca,2023-06-25,Accident,38602.11,Approved,14
f9f8d5cf-c9ed-4e03-89dc-146a0bb06f32,929897e3-c43a-4f7a-bb79-4c0207e44d17,2021-08-29,Accident,16943.84,Under Review,18
9460649a-fd0e-499a-b464-abaf0aa5934f,11ac65c3-d03f-43cb-8d7e-321aedee0ee0,2024-07-07,Accident,48655.52,Under Review,14
7c6d0f8d-3a5c-4f6c-ba66-f5331f30313b,f52a4a56-2e48-46e4-b07b-944a28405043,2023-08-07,Weather,21954.19,Denied,27
a6e7c174-7743-44e7-840a-084ccff549cf,738e5476-2a72-40bb-b644-0e0a170c917c,2020-02-10,Accident,18226.85,Approved,8
9bdc2b5b-4d5c-4b59-98d2-264017a56eac,57fa7ab9-9d44-4a24-987e-248f51a6fcc9,2021-10-23,Other,14034.8,Under Review,26
f86eb37d-b5a1-4902-818d-73389d5dd927,d6015329-0bbe-4bc4-8d08-2b1614e73c2c,2020-10-26,Medical,35782.31,Under Review,16
21002e00-97a4-424a-a3dc-81f4d47f6ebb,792fad5b-bfc8-48ec-aaac-d6f34adbd8b6,2025-07-24,Other,43399.14,Under Review,11
063c2d69-0ef9-4ff4-8003-00361445f915,c092ebaf-7a97-47e0-a999-509a56160405,2022-01-24,Medical,2041.16,Approved,17
d6fc19ab-108c-4fd0-b2b5-4f0e07d41d61,e6e94b79-8eb0-499f-bd71-40c212bd142a,2025-05-25,Weather,32392.1,Under Review,11
ffe64f67-bced-4015-a448-e4acdaeb13a3,37975258-0119-40d3-93de-c84e895f4e8e,2021-10-14,Medical,22619.75,Open,25
72ce4296-70c7-4392-b947-9cdd7fcc85f4,e5ac6cd7-3eb3-45ef-8a0f-31b7ecda4c60,2020-12-22,Medical,44232.19,Open,13
162aefa1-2965-4a3b-ac6f-523a3fa4ba0f,11142e53-9d4f-47a7-a4c8-d0d57ce47c28,2024-04-10,Medical,6631.12,Open,13
47b3a98e-acb3-4274-b256-8f42caa82103,938a0cae-a3b3-4b71-ba97-0e9e77a64c0f,2020-06-23,Accident,40951.2,Under Review,23
b2bc7a27-7fb1-46f0-8d87-30fc7f0614e8,ff258e62-cf73-4c2a-8d6a-02bba300a761,2022-03-12,Weather,28560.66,Open,23
f97a80fa-4d4f-4686-8386-1adb1fdaf535,88563467-229d-4ba1-94ac-fd6098b27c13,2023-04-07,Weather,37204.94,Under Review,16
7f22675b-303b-49e4-9ae4-456e820ebd72,59efc46f-0793-4cfd-beb6-fee957b5c399,2023-07-21,Accident,33065.8,Under Review,17
1fa6a53c-5bc8-41cf-b8a6-d242b876028c,045ad9f3-1a2b-4358-ba10-b589e0697183,2025-03-16,Weather,25213.18,Denied,25
49296cbd-7bd3-4637-835f-c519039d66ca,305751f8-0d9e-4566-a29e-2a6fd18f40eb,2023-03-04,Medical,18336.46,Under Review,18
39c565bc-676b-4d7a-ab1e-568c6f3e2ef2,bcf117b2-da35-481d-bd26-57cd52969424,2025-04-21,Medical,178.22,Under Review,11
68a30c54-fb59-4ec4-bc7c-006eeece7f88,8a2a5a4b-0721-475d-b735-5a9924e8a6fe,2024-04-06,Theft,7540.56,Approved,15
3de3b99d-c18a-4d0c-8224-adf4458d525e,c831be85-7c35-425b-a087-d006982f7852,2023-06-12,Accident,21780.36,Under Review,15
8d3dbfa3-e4f9-4fdc-9fa2-88a3a77aac5b,06c544d5-0be2-48df-8159-d49671ef4556,2025-01-13,Accident,39024.43,Approved,17
1e4edcc0-919c-4151-9149-36f97df04050,3603e084-1f7e-461a-aba5-7f3415281b6a,2022-12-04,Accident,44924.86,Approved,21
64abbad9-782f-4bde-8565-58239b3c67d4,3639cccc-35f6-4377-905d-4af37f0f3db4,2020-08-12,Other,36415.35,Approved,14
79d768e6-eed6-42c3-9d4c-90b7c35fa1cf,162ba008-3abc-4972-9964-6541f1d0c1ca,2023-05-02,Accident,5783.24,Denied,24
39844265-223e-4d1f-971b-641c9c480235,bb2b7786-4844-41d3-ac13-38543b2c2e93,2025-02-23,Other,49808.56,Approved,26
370beef7-66bb-4d42-ad29-60094ec0dc2c,1d80ee69-321e-40ce-ae31-2089c731037f,2022-10-30,Medical,18453.75,Under Review,20
9cacbcfe-00ae-468f-b826-7b2865f8d600,12c3464f-1b8f-4180-9805-345d180c5301,2023-08-15,Accident,36312.96,Approved,16
29e24586-5569-4358-a069-ec88ec9a1d86,975a867e-7b0f-4198-a433-0525063f4ad1,2024-11-02,Theft,5170.8,Open,13
27feee75-6f88-4bdd-aa96-cea4f27fb4ec,3a4829c5-652f-48e6-9f8c-cbfb9b085a79,2022-09-20,Accident,22223.7,Approved,21
